gene_index,chromosome,ensembl_gene_id,gene_symbol,gene_start,gene_end,length
chr18@ENSG00000264644@KRT18P8@9678248@9679493,chr18,ENSG00000264644,KRT18P8,9678248,9679493,1246
chr18@ENSG00000168461@RAB31@9708165@9862551,chr18,ENSG00000168461,RAB31,9708165,9862551,5586
chr18@ENSG00000266891@RP11-692N5.2@9734882@9735602,chr18,ENSG00000266891,RP11-692N5.2,9734882,9735602,368
chr18@ENSG00000266127@ZNF415P1@9785108@9787805,chr18,ENSG00000266127,ZNF415P1,9785108,9787805,1166
chr18@ENSG00000242651@RN7SL862P@9830330@9830627,chr18,ENSG00000242651,RN7SL862P,9830330,9830627,298
chr18@ENSG00000252680@RNA5SP449@9844717@9844846,chr18,ENSG00000252680,RNA5SP449,9844717,9844846,130
chr18@ENSG00000265564@PIGPP4@9880580@9880886,chr18,ENSG00000265564,PIGPP4,9880580,9880886,307
chr18@ENSG00000168454@TXNDC2@9885726@9889275,chr18,ENSG00000168454,TXNDC2,9885726,9889275,3392
chr18@ENSG00000272799@RP11-474N24.6@9912316@9912849,chr18,ENSG00000272799,RP11-474N24.6,9912316,9912849,534
chr18@ENSG00000101558@VAPA@9914002@9960021,chr18,ENSG00000101558,VAPA,9914002,9960021,11880
chr18@ENSG00000223138@RNA5SP450@9923920@9924021,chr18,ENSG00000223138,RNA5SP450,9923920,9924021,102
chr18@ENSG00000263630@AP005271.1@10005100@10005197,chr18,ENSG00000263630,AP005271.1,10005100,10005197,98
chr18@ENSG00000265554@RP11-419J16.1@10125340@10144406,chr18,ENSG00000265554,RP11-419J16.1,10125340,10144406,412
chr18@ENSG00000264876@RP11-138E9.2@10323132@10372380,chr18,ENSG00000264876,RP11-138E9.2,10323132,10372380,928
chr18@ENSG00000266102@RP11-243E13.2@10375103@10378114,chr18,ENSG00000266102,RP11-243E13.2,10375103,10378114,472
chr18@ENSG00000260913@LINC01254@10405133@10414515,chr18,ENSG00000260913,LINC01254,10405133,10414515,3225
chr18@ENSG00000154856@APCDD1@10454628@10489948,chr18,ENSG00000154856,APCDD1,10454628,10489948,5943
chr18@ENSG00000134265@NAPG@10525905@10552761,chr18,ENSG00000134265,NAPG,10525905,10552761,5586
chr18@ENSG00000265728@RP11-883A18.3@10594590@10604798,chr18,ENSG00000265728,RP11-883A18.3,10594590,10604798,855
chr18@ENSG00000266604@RP11-856M7.6@10612304@10626353,chr18,ENSG00000266604,RP11-856M7.6,10612304,10626353,860
chr18@ENSG00000264503@RP11-856M7.7@10622123@10622267,chr18,ENSG00000264503,RP11-856M7.7,10622123,10622267,145
chr18@ENSG00000264311@CCDC58P1@10623876@10624305,chr18,ENSG00000264311,CCDC58P1,10623876,10624305,430
chr18@ENSG00000264072@RP11-856M7.4@10627646@10628846,chr18,ENSG00000264072,RP11-856M7.4,10627646,10628846,422
chr18@ENSG00000266470@RP11-856M7.8@10632238@10632396,chr18,ENSG00000266470,RP11-856M7.8,10632238,10632396,159
chr18@ENSG00000265038@PMM2P1@10636670@10637399,chr18,ENSG00000265038,PMM2P1,10636670,10637399,730
chr18@ENSG00000260779@RP11-856M7.1@10661933@10666887,chr18,ENSG00000260779,RP11-856M7.1,10661933,10666887,3566
chr18@ENSG00000154864@PIEZO2@10666483@11148762,chr18,ENSG00000154864,PIEZO2,10666483,11148762,14796
chr18@ENSG00000264843@RP11-856M7.2@10704297@10709599,chr18,ENSG00000264843,RP11-856M7.2,10704297,10709599,823
chr18@ENSG00000264714@RP11-21G15.1@10724619@10728539,chr18,ENSG00000264714,RP11-21G15.1,10724619,10728539,3016
chr18@ENSG00000274838@hsa-mir-6788@10759584@10759649,chr18,ENSG00000274838,hsa-mir-6788,10759584,10759649,66
chr18@ENSG00000263952@RP11-513M1.1@10893617@10908783,chr18,ENSG00000263952,RP11-513M1.1,10893617,10908783,800
chr18@ENSG00000263682@RP11-93H10.1@11326270@11328832,chr18,ENSG00000263682,RP11-93H10.1,11326270,11328832,1647
chr18@ENSG00000267051@RP11-128P17.2@11366913@11378409,chr18,ENSG00000267051,RP11-128P17.2,11366913,11378409,810
chr18@ENSG00000273119@RP11-128P17.4@11390033@11390729,chr18,ENSG00000273119,RP11-128P17.4,11390033,11390729,697
chr18@ENSG00000267564@RP11-128P17.3@11447756@11489369,chr18,ENSG00000267564,RP11-128P17.3,11447756,11489369,279
chr18@ENSG00000267425@RP11-128P17.1@11454478@11465996,chr18,ENSG00000267425,RP11-128P17.1,11454478,11465996,504
chr18@ENSG00000267252@LINC01255@11488570@11506983,chr18,ENSG00000267252,LINC01255,11488570,11506983,1983
chr18@ENSG00000267371@RP11-712C7.2@11552366@11552847,chr18,ENSG00000267371,RP11-712C7.2,11552366,11552847,482
chr18@ENSG00000236396@SLC35G4@11609475@11644890,chr18,ENSG00000236396,SLC35G4,11609475,11644890,1741
chr18@ENSG00000267794@RP11-677O4.5@11618208@11618315,chr18,ENSG00000267794,RP11-677O4.5,11618208,11618315,108
chr18@ENSG00000257513@NPIPB1P@11619509@11639699,chr18,ENSG00000257513,NPIPB1P,11619509,11639699,1133
chr18@ENSG00000267143@RP11-677O4.6@11620717@11621158,chr18,ENSG00000267143,RP11-677O4.6,11620717,11621158,296
chr18@ENSG00000267773@RP11-677O4.4@11644336@11644824,chr18,ENSG00000267773,RP11-677O4.4,11644336,11644824,489
chr18@ENSG00000260759@RP11-677O4.2@11666456@11670165,chr18,ENSG00000260759,RP11-677O4.2,11666456,11670165,3710
chr18@ENSG00000141404@GNAL@11688956@11885685,chr18,ENSG00000141404,GNAL,11688956,11885685,8445
chr18@ENSG00000267333@ASNSP6@11745626@11747581,chr18,ENSG00000267333,ASNSP6,11745626,11747581,1618
chr18@ENSG00000267455@RP11-78A19.2@11810406@11811484,chr18,ENSG00000267455,RP11-78A19.2,11810406,11811484,568
chr18@ENSG00000255112@CHMP1B@11851396@11854449,chr18,ENSG00000255112,CHMP1B,11851396,11854449,3054
chr18@ENSG00000267165@RP11-78A19.3@11851414@11852751,chr18,ENSG00000267165,RP11-78A19.3,11851414,11852751,553
chr18@ENSG00000272703@RP11-78A19.4@11857155@11857554,chr18,ENSG00000272703,RP11-78A19.4,11857155,11857554,400
chr18@ENSG00000154889@MPPE1@11882622@11909223,chr18,ENSG00000154889,MPPE1,11882622,11909223,7630
chr18@ENSG00000273141@RP11-820I16.4@11908712@11909223,chr18,ENSG00000273141,RP11-820I16.4,11908712,11909223,512
chr18@ENSG00000267079@RP11-820I16.1@11910634@11914344,chr18,ENSG00000267079,RP11-820I16.1,11910634,11914344,379
chr18@ENSG00000267661@RP11-820I16.2@11928838@11929476,chr18,ENSG00000267661,RP11-820I16.2,11928838,11929476,329
chr18@ENSG00000141401@IMPA2@11981025@12030883,chr18,ENSG00000141401,IMPA2,11981025,12030883,3825
chr18@ENSG00000266955@RP11-820I16.3@11993988@11994938,chr18,ENSG00000266955,RP11-820I16.3,11993988,11994938,528
chr18@ENSG00000267480@RP11-703I16.1@12031178@12032181,chr18,ENSG00000267480,RP11-703I16.1,12031178,12032181,527
chr18@ENSG00000266995@RP11-703I16.3@12040101@12040300,chr18,ENSG00000266995,RP11-703I16.3,12040101,12040300,200
chr18@ENSG00000267292@RP11-703I16.2@12050309@12050672,chr18,ENSG00000267292,RP11-703I16.2,12050309,12050672,364
chr18@ENSG00000212712@AP002414.1@12056676@12057822,chr18,ENSG00000212712,AP002414.1,12056676,12057822,1147
chr18@ENSG00000267533@RP11-815J4.7@12067173@12068417,chr18,ENSG00000267533,RP11-815J4.7,12067173,12068417,1148
chr18@ENSG00000256616@RP11-815J4.6@12073232@12076654,chr18,ENSG00000256616,RP11-815J4.6,12073232,12076654,3423
chr18@ENSG00000267722@RP11-815J4.1@12081540@12085267,chr18,ENSG00000267722,RP11-815J4.1,12081540,12085267,258
chr18@ENSG00000267478@RP11-815J4.5@12091674@12093141,chr18,ENSG00000267478,RP11-815J4.5,12091674,12093141,1468
chr18@ENSG00000181626@ANKRD62@12093853@12129749,chr18,ENSG00000181626,ANKRD62,12093853,12129749,4812
chr18@ENSG00000200827@RNU6-324P@12098427@12098532,chr18,ENSG00000200827,RNU6-324P,12098427,12098532,106
chr18@ENSG00000267162@SDHDP1@12101997@12102470,chr18,ENSG00000267162,SDHDP1,12101997,12102470,474
chr18@ENSG00000267116@RP11-64C12.7@12192203@12192934,chr18,ENSG00000267116,RP11-64C12.7,12192203,12192934,732
chr18@ENSG00000279285@RP11-64C12.5@12199345@12200089,chr18,ENSG00000279285,RP11-64C12.5,12199345,12200089,745
chr18@ENSG00000267643@RP11-64C12.4@12200779@12201979,chr18,ENSG00000267643,RP11-64C12.4,12200779,12201979,422
chr18@ENSG00000267733@C18orf61@12201982@12223539,chr18,ENSG00000267733,C18orf61,12201982,12223539,2209
chr18@ENSG00000267076@CCDC58P3@12211378@12211807,chr18,ENSG00000267076,CCDC58P3,12211378,12211807,430
chr18@ENSG00000267247@RP11-64C12.6@12230411@12231573,chr18,ENSG00000267247,RP11-64C12.6,12230411,12231573,485
chr18@ENSG00000267663@RP11-64C12.9@12246589@12247055,chr18,ENSG00000267663,RP11-64C12.9,12246589,12247055,467
chr18@ENSG00000176194@CIDEA@12254319@12277595,chr18,ENSG00000176194,CIDEA,12254319,12277595,1852
chr18@ENSG00000280302@RP11-64C12.1@12279427@12282739,chr18,ENSG00000280302,RP11-64C12.1,12279427,12282739,3313
chr18@ENSG00000267069@RP11-64C12.8@12288308@12291488,chr18,ENSG00000267069,RP11-64C12.8,12288308,12291488,733
chr18@ENSG00000199702@RNU6-170P@12304091@12304194,chr18,ENSG00000199702,RNU6-170P,12304091,12304194,104
chr18@ENSG00000176014@TUBB6@12307669@12344320,chr18,ENSG00000176014,TUBB6,12307669,12344320,4117
chr18@ENSG00000141385@AFG3L2@12328944@12377314,chr18,ENSG00000141385,AFG3L2,12328944,12377314,6624
chr18@ENSG00000251937@RNU7-129P@12400412@12400473,chr18,ENSG00000251937,RNU7-129P,12400412,12400473,62
chr18@ENSG00000141391@SLMO1@12407896@12432238,chr18,ENSG00000141391,SLMO1,12407896,12432238,2643
chr18@ENSG00000267108@RP11-861E21.1@12432897@12437635,chr18,ENSG00000267108,RP11-861E21.1,12432897,12437635,168
chr18@ENSG00000267199@RP11-861E21.2@12438890@12448205,chr18,ENSG00000267199,RP11-861E21.2,12438890,12448205,5428
chr18@ENSG00000134278@SPIRE1@12446512@12658134,chr18,ENSG00000134278,SPIRE1,12446512,12658134,6532
chr18@ENSG00000267515@RP11-861E21.3@12450447@12451042,chr18,ENSG00000267515,RP11-861E21.3,12450447,12451042,596
chr18@ENSG00000128789@PSMG2@12658043@12725740,chr18,ENSG00000128789,PSMG2,12658043,12725740,3356
chr18@ENSG00000101624@CEP76@12661833@12702777,chr18,ENSG00000101624,CEP76,12661833,12702777,6158
chr18@ENSG00000267249@RP11-973H7.3@12670426@12671145,chr18,ENSG00000267249,RP11-973H7.3,12670426,12671145,720
chr18@ENSG00000266961@RP11-973H7.5@12738965@12750068,chr18,ENSG00000266961,RP11-973H7.5,12738965,12750068,310
chr18@ENSG00000267654@RP11-973H7.4@12739490@12749421,chr18,ENSG00000267654,RP11-973H7.4,12739490,12749421,569
chr18@ENSG00000201466@Y_RNA@12760717@12760818,chr18,ENSG00000201466,Y_RNA,12760717,12760818,102
chr18@ENSG00000260302@RP11-973H7.1@12774651@12775923,chr18,ENSG00000260302,RP11-973H7.1,12774651,12775923,1273
chr18@ENSG00000175354@PTPN2@12785478@12929643,chr18,ENSG00000175354,PTPN2,12785478,12929643,6921
chr18@ENSG00000267570@STK25P1@12911186@12912023,chr18,ENSG00000267570,STK25P1,12911186,12912023,838
chr18@ENSG00000267336@RP11-773H22.2@12912844@12913906,chr18,ENSG00000267336,RP11-773H22.2,12912844,12913906,1063
chr18@ENSG00000085415@SEH1L@12947133@12987536,chr18,ENSG00000085415,SEH1L,12947133,12987536,10481
chr18@ENSG00000266969@RP11-773H22.4@12984694@12991173,chr18,ENSG00000266969,RP11-773H22.4,12984694,12991173,474
chr18@ENSG00000101639@CEP192@12991362@13125052,chr18,ENSG00000101639,CEP192,12991362,13125052,9901
chr18@ENSG00000267656@RP11-807E13.3@13139780@13140489,chr18,ENSG00000267656,RP11-807E13.3,13139780,13140489,710
chr18@ENSG00000267032@RP11-807E13.2@13151637@13152689,chr18,ENSG00000267032,RP11-807E13.2,13151637,13152689,1053
chr18@ENSG00000267286@RP11-794M8.2@13183402@13185617,chr18,ENSG00000267286,RP11-794M8.2,13183402,13185617,466
chr18@ENSG00000278652@AP001198.1@13195652@13195703,chr18,ENSG00000278652,AP001198.1,13195652,13195703,52
chr18@ENSG00000267239@RP11-794M8.1@13203774@13216367,chr18,ENSG00000267239,RP11-794M8.1,13203774,13216367,2086
chr18@ENSG00000168675@LDLRAD4@13217498@13652755,chr18,ENSG00000168675,LDLRAD4,13217498,13652755,16759
chr18@ENSG00000267177@RP11-756J15.3@13234945@13236470,chr18,ENSG00000267177,RP11-756J15.3,13234945,13236470,228
chr18@ENSG00000279020@C18orf15@13239543@13242076,chr18,ENSG00000279020,C18orf15,13239543,13242076,2534
chr18@ENSG00000279275@RP11-756J15.2@13279415@13280110,chr18,ENSG00000279275,RP11-756J15.2,13279415,13280110,696
chr18@ENSG00000267393@RP11-691H4.3@13362203@13366243,chr18,ENSG00000267393,RP11-691H4.3,13362203,13366243,480
chr18@ENSG00000267690@LDLRAD4-AS1@13419421@13427480,chr18,ENSG00000267690,LDLRAD4-AS1,13419421,13427480,2190
chr18@ENSG00000266146@MIR5190@13459947@13460026,chr18,ENSG00000266146,MIR5190,13459947,13460026,80
chr18@ENSG00000267694@RP11-691H4.4@13461020@13470823,chr18,ENSG00000267694,RP11-691H4.4,13461020,13470823,498
chr18@ENSG00000267529@RP11-53B2.1@13471012@13472709,chr18,ENSG00000267529,RP11-53B2.1,13471012,13472709,1698
chr18@ENSG00000267702@RP11-53B2.2@13486462@13490676,chr18,ENSG00000267702,RP11-53B2.2,13486462,13490676,4215
chr18@ENSG00000267366@RP11-53B2.5@13500641@13501289,chr18,ENSG00000267366,RP11-53B2.5,13500641,13501289,487
chr18@ENSG00000267136@RP11-53B2.3@13514520@13522888,chr18,ENSG00000267136,RP11-53B2.3,13514520,13522888,4745
chr18@ENSG00000272746@RP11-53B2.6@13526078@13526688,chr18,ENSG00000272746,RP11-53B2.6,13526078,13526688,611
chr18@ENSG00000267503@RP11-53B2.4@13561399@13565035,chr18,ENSG00000267503,RP11-53B2.4,13561399,13565035,665
chr18@ENSG00000263527@MIR4526@13611114@13611200,chr18,ENSG00000263527,MIR4526,13611114,13611200,87
chr18@ENSG00000266954@RP11-701H16.4@13644815@13645685,chr18,ENSG00000266954,RP11-701H16.4,13644815,13645685,538
chr18@ENSG00000177150@FAM210A@13663347@13726663,chr18,ENSG00000177150,FAM210A,13663347,13726663,4681
chr18@ENSG00000266606@AP001010.1@13665115@13665166,chr18,ENSG00000266606,AP001010.1,13665115,13665166,52
chr18@ENSG00000279962@RP11-720L3.1@13710249@13710484,chr18,ENSG00000279962,RP11-720L3.1,13710249,13710484,236
chr18@ENSG00000242707@RN7SL362P@13715102@13715368,chr18,ENSG00000242707,RN7SL362P,13715102,13715368,267
chr18@ENSG00000101654@RNMT@13726660@13764558,chr18,ENSG00000101654,RNMT,13726660,13764558,6982
chr18@ENSG00000211528@AP001525.1@13823915@13823986,chr18,ENSG00000211528,AP001525.1,13823915,13823986,72
chr18@ENSG00000176136@MC5R@13824155@13826743,chr18,ENSG00000176136,MC5R,13824155,13826743,1320
chr18@ENSG00000185231@MC2R@13882044@13915707,chr18,ENSG00000185231,MC2R,13882044,13915707,3734
chr18@ENSG00000243779@RP11-681N23.1@13919603@13919923,chr18,ENSG00000243779,RP11-681N23.1,13919603,13919923,321
chr18@ENSG00000279352@RP11-411B10.7@14010054@14010917,chr18,ENSG00000279352,RP11-411B10.7,14010054,14010917,864
chr18@ENSG00000270469@RP11-411B10.8@14053951@14054761,chr18,ENSG00000270469,RP11-411B10.8,14053951,14054761,811
chr18@ENSG00000175322@ZNF519@14057457@14132490,chr18,ENSG00000175322,ZNF519,14057457,14132490,10922
chr18@ENSG00000267756@RP11-411B10.4@14074912@14075741,chr18,ENSG00000267756,RP11-411B10.4,14074912,14075741,830
chr18@ENSG00000267150@RP11-411B10.2@14089935@14091019,chr18,ENSG00000267150,RP11-411B10.2,14089935,14091019,1085
chr18@ENSG00000267356@RP11-411B10.3@14104542@14105226,chr18,ENSG00000267356,RP11-411B10.3,14104542,14105226,517
chr18@ENSG00000252234@AC006557.1@14118594@14118702,chr18,ENSG00000252234,AC006557.1,14118594,14118702,109
chr18@ENSG00000267704@RP11-411B10.6@14137710@14139272,chr18,ENSG00000267704,RP11-411B10.6,14137710,14139272,1563
chr18@ENSG00000267324@RP11-411B10.5@14143596@14151139,chr18,ENSG00000267324,RP11-411B10.5,14143596,14151139,1240
chr18@ENSG00000175319@NF1P5@14153001@14157342,chr18,ENSG00000175319,NF1P5,14153001,14157342,448
chr18@ENSG00000186481@ANKRD20A5P@14179097@14234797,chr18,ENSG00000186481,ANKRD20A5P,14179097,14234797,5287
chr18@ENSG00000212329@RNU6-316P@14190700@14190806,chr18,ENSG00000212329,RNU6-316P,14190700,14190806,107
chr18@ENSG00000266145@RHOT1P1@14222008@14222331,chr18,ENSG00000266145,RHOT1P1,14222008,14222331,324
chr18@ENSG00000264222@RP11-757O6.1@14244625@14252140,chr18,ENSG00000264222,RP11-757O6.1,14244625,14252140,566
chr18@ENSG00000274214@RP11-757O6.6@14253548@14254075,chr18,ENSG00000274214,RP11-757O6.6,14253548,14254075,528
chr18@ENSG00000265787@CYP4F35P@14337423@14342525,chr18,ENSG00000265787,CYP4F35P,14337423,14342525,2877
chr18@ENSG00000277743@RP11-757O6.7@14346214@14346923,chr18,ENSG00000277743,RP11-757O6.7,14346214,14346923,710
chr18@ENSG00000265437@RP11-757O6.4@14361434@14361943,chr18,ENSG00000265437,RP11-757O6.4,14361434,14361943,510
chr18@ENSG00000187589@TERF1P2@14377546@14378757,chr18,ENSG00000187589,TERF1P2,14377546,14378757,1212
chr18@ENSG00000265296@FEM1AP2@14391913@14393909,chr18,ENSG00000265296,FEM1AP2,14391913,14393909,1997
chr18@ENSG00000274057@AP006261.1@14430629@14430714,chr18,ENSG00000274057,AP006261.1,14430629,14430714,86
chr18@ENSG00000266605@LONRF2P1@14450216@14450883,chr18,ENSG00000266605,LONRF2P1,14450216,14450883,668
chr18@ENSG00000265766@CXADRP3@14477955@14499278,chr18,ENSG00000265766,CXADRP3,14477955,14499278,1955
chr18@ENSG00000266242@GRAMD4P7@14485806@14487501,chr18,ENSG00000266242,GRAMD4P7,14485806,14487501,1232
chr18@ENSG00000183206@POTEC@14507339@14543585,chr18,ENSG00000183206,POTEC,14507339,14543585,7118
chr18@ENSG00000200132@RNU6-1021P@14531676@14531782,chr18,ENSG00000200132,RNU6-1021P,14531676,14531782,107
chr18@ENSG00000265340@OR4K7P@14570844@14571788,chr18,ENSG00000265340,OR4K7P,14570844,14571788,945
chr18@ENSG00000266693@OR4K8P@14613137@14614184,chr18,ENSG00000266693,OR4K8P,14613137,14614184,1048
chr18@ENSG00000264570@SNX19P3@14629832@14632806,chr18,ENSG00000264570,SNX19P3,14629832,14632806,2975
chr18@ENSG00000273732@RP11-1157N2__A.2@14680604@14681106,chr18,ENSG00000273732,RP11-1157N2__A.2,14680604,14681106,503
chr18@ENSG00000276318@RP11-1157N2__A.1@14695422@14706597,chr18,ENSG00000276318,RP11-1157N2__A.1,14695422,14706597,584
chr18@ENSG00000180777@ANKRD30B@14728272@14852738,chr18,ENSG00000180777,ANKRD30B,14728272,14852738,5982
chr18@ENSG00000200645@RNU6-1210P@14759188@14759294,chr18,ENSG00000200645,RNU6-1210P,14759188,14759294,107
chr18@ENSG00000265481@AP006564.1@14771249@14771327,chr18,ENSG00000265481,AP006564.1,14771249,14771327,79
chr18@ENSG00000265737@RP11-1157N2__B.2@14816151@14825249,chr18,ENSG00000265737,RP11-1157N2__B.2,14816151,14825249,586
chr18@ENSG00000265499@MIR3156-2@14830166@14830242,chr18,ENSG00000265499,MIR3156-2,14830166,14830242,77
chr18@ENSG00000265786@RP11-527H14.6@14877611@14884052,chr18,ENSG00000265786,RP11-527H14.6,14877611,14884052,499
chr18@ENSG00000264061@FGF7P1@14888709@14890086,chr18,ENSG00000264061,FGF7P1,14888709,14890086,288
chr18@ENSG00000263618@RP11-527H14.4@14903580@14915628,chr18,ENSG00000263618,RP11-527H14.4,14903580,14915628,916
chr18@ENSG00000266554@LINC01443@14946267@14973770,chr18,ENSG00000266554,LINC01443,14946267,14973770,2275
chr18@ENSG00000264301@LINC01444@14969001@14970468,chr18,ENSG00000264301,LINC01444,14969001,14970468,1336
chr18@ENSG00000263821@RP11-527H14.1@14978739@14979839,chr18,ENSG00000263821,RP11-527H14.1,14978739,14979839,1101
chr18@ENSG00000279042@RP11-805F19.3@14990707@14993235,chr18,ENSG00000279042,RP11-805F19.3,14990707,14993235,2529
chr18@ENSG00000266522@RP11-805F19.4@15003975@15006352,chr18,ENSG00000266522,RP11-805F19.4,15003975,15006352,1175
chr18@ENSG00000278923@AP005242.1@15057125@15066579,chr18,ENSG00000278923,AP005242.1,15057125,15066579,308
chr18@ENSG00000263635@RP11-805F19.2@15075445@15122767,chr18,ENSG00000263635,RP11-805F19.2,15075445,15122767,467
chr18@ENSG00000264880@RP11-805F19.1@15159724@15164467,chr18,ENSG00000264880,RP11-805F19.1,15159724,15164467,525
chr18@ENSG00000265015@RP11-454P7.3@15196999@15197775,chr18,ENSG00000265015,RP11-454P7.3,15196999,15197775,467
chr18@ENSG00000265631@BNIP3P3@15247429@15247997,chr18,ENSG00000265631,BNIP3P3,15247429,15247997,569
chr18@ENSG00000266818@RP11-454P7.1@15254418@15271744,chr18,ENSG00000266818,RP11-454P7.1,15254418,15271744,1796
chr18@ENSG00000215512@AP005901.1@15307663@15330282,chr18,ENSG00000215512,AP005901.1,15307663,15330282,2970
chr18@ENSG00000222087@RNU6-721P@15320840@15320944,chr18,ENSG00000222087,RNU6-721P,15320840,15320944,105
chr18@ENSG00000067900@ROCK1@20946906@21111851,chr18,ENSG00000067900,ROCK1,20946906,21111851,11064
chr18@ENSG00000216205@AC036178.1@21062383@21062473,chr18,ENSG00000216205,AC036178.1,21062383,21062473,91
chr18@ENSG00000244527@RP11-254G11.1@21119182@21119661,chr18,ENSG00000244527,RP11-254G11.1,21119182,21119661,480
chr18@ENSG00000251886@RNU6-120P@21120404@21120506,chr18,ENSG00000251886,RNU6-120P,21120404,21120506,103
chr18@ENSG00000263748@EXOGP1@21182503@21183499,chr18,ENSG00000263748,EXOGP1,21182503,21183499,997
chr18@ENSG00000265984@RP11-699A5.2@21240675@21241371,chr18,ENSG00000265984,RP11-699A5.2,21240675,21241371,428
chr18@ENSG00000141449@GREB1L@21242242@21525417,chr18,ENSG00000141449,GREB1L,21242242,21525417,10572
chr18@ENSG00000265948@RP11-296E23.2@21316878@21317795,chr18,ENSG00000265948,RP11-296E23.2,21316878,21317795,361
chr18@ENSG00000265751@RP11-296E23.1@21380286@21451017,chr18,ENSG00000265751,RP11-296E23.1,21380286,21451017,679
chr18@ENSG00000221139@SNORD23@21450653@21450756,chr18,ENSG00000221139,SNORD23,21450653,21450756,104
chr18@ENSG00000141446@ESCO1@21529281@21600884,chr18,ENSG00000141446,ESCO1,21529281,21600884,5288
chr18@ENSG00000167088@SNRPD1@21612267@21630456,chr18,ENSG00000167088,SNRPD1,21612267,21630456,1841
chr18@ENSG00000263350@RP11-13N13.2@21630138@21633524,chr18,ENSG00000263350,RP11-13N13.2,21630138,21633524,745
chr18@ENSG00000158201@ABHD3@21650897@21704805,chr18,ENSG00000158201,ABHD3,21650897,21704805,4366
chr18@ENSG00000264188@RP11-13N13.5@21661787@21662395,chr18,ENSG00000264188,RP11-13N13.5,21661787,21662395,336
chr18@ENSG00000265656@RP11-13N13.6@21673628@21682561,chr18,ENSG00000265656,RP11-13N13.6,21673628,21682561,447
chr18@ENSG00000221493@MIR320C1@21683510@21683597,chr18,ENSG00000221493,MIR320C1,21683510,21683597,88
chr18@ENSG00000101752@MIB1@21704957@21870957,chr18,ENSG00000101752,MIB1,21704957,21870957,10033
chr18@ENSG00000252677@SNORA81@21711950@21712119,chr18,ENSG00000252677,SNORA81,21711950,21712119,170
chr18@ENSG00000200750@Y_RNA@21724119@21724229,chr18,ENSG00000200750,Y_RNA,21724119,21724229,111
chr18@ENSG00000264183@AC091038.1@21776878@21776977,chr18,ENSG00000264183,AC091038.1,21776878,21776977,100
chr18@ENSG00000242971@RN7SL233P@21793883@21794159,chr18,ENSG00000242971,RN7SL233P,21793883,21794159,277
chr18@ENSG00000199977@SNORA73@21817624@21817828,chr18,ENSG00000199977,SNORA73,21817624,21817828,205
chr18@ENSG00000265142@MIR133A1HG@21825487@21831410,chr18,ENSG00000265142,MIR133A1HG,21825487,21831410,4376
chr18@ENSG00000276792@MIR133A1@21825698@21825785,chr18,ENSG00000276792,MIR133A1,21825698,21825785,88
chr18@ENSG00000278753@MIR1-2@21828996@21829106,chr18,ENSG00000278753,MIR1-2,21828996,21829106,111
chr18@ENSG00000243303@RP11-268I9.1@21854640@21854987,chr18,ENSG00000243303,RP11-268I9.1,21854640,21854987,348
chr18@ENSG00000264149@RP11-268I9.3@21871446@21893996,chr18,ENSG00000264149,RP11-268I9.3,21871446,21893996,417
chr18@ENSG00000252325@RNU6-1038P@21879801@21879904,chr18,ENSG00000252325,RNU6-1038P,21879801,21879904,104
chr18@ENSG00000264289@RP11-268I9.4@21914369@21914660,chr18,ENSG00000264289,RP11-268I9.4,21914369,21914660,292
chr18@ENSG00000222520@RNA5SP451@21928985@21929094,chr18,ENSG00000222520,RNA5SP451,21928985,21929094,110
chr18@ENSG00000265758@RP11-595B24.1@21981121@22051159,chr18,ENSG00000265758,RP11-595B24.1,21981121,22051159,955
chr18@ENSG00000265568@AC091043.1@21999569@21999651,chr18,ENSG00000265568,AC091043.1,21999569,21999651,83
chr18@ENSG00000263588@RP11-595B24.2@22088060@22098780,chr18,ENSG00000263588,RP11-595B24.2,22088060,22098780,453
chr18@ENSG00000221363@RNU6ATAC20P@22130603@22130729,chr18,ENSG00000221363,RNU6ATAC20P,22130603,22130729,127
chr18@ENSG00000266010@GATA6-AS1@22166898@22168968,chr18,ENSG00000266010,GATA6-AS1,22166898,22168968,1823
chr18@ENSG00000141448@GATA6@22169443@22202528,chr18,ENSG00000141448,GATA6,22169443,22202528,3945
chr18@ENSG00000264012@RP11-627G18.2@22175465@22176662,chr18,ENSG00000264012,RP11-627G18.2,22175465,22176662,359
chr18@ENSG00000201852@RNU6-702P@22180112@22180218,chr18,ENSG00000201852,RNU6-702P,22180112,22180218,107
chr18@ENSG00000266283@RP11-627G18.1@22200619@22205229,chr18,ENSG00000266283,RP11-627G18.1,22200619,22205229,770
chr18@ENSG00000264825@RP11-627G18.4@22213778@22228029,chr18,ENSG00000264825,RP11-627G18.4,22213778,22228029,366
chr18@ENSG00000273348@RP11-535A5.1@22347846@22348252,chr18,ENSG00000273348,RP11-535A5.1,22347846,22348252,407
chr18@ENSG00000212710@CTAGE1@22413601@22417915,chr18,ENSG00000212710,CTAGE1,22413601,22417915,4315
chr18@ENSG00000270855@RP11-863N1.4@22418829@22419294,chr18,ENSG00000270855,RP11-863N1.4,22418829,22419294,466
chr18@ENSG00000239490@RPS4XP18@22586465@22587227,chr18,ENSG00000239490,RPS4XP18,22586465,22587227,763
chr18@ENSG00000206827@RNU6-1032P@22647582@22647688,chr18,ENSG00000206827,RNU6-1032P,22647582,22647688,107
